,0,1
4140,115,065
4141,032,196
4142,171,099
4143,059,083
4144,142,098
4145,159,150
4146,149,165
4147,098,168
4148,015,155
4149,152,142
4150,156,049
4151,049,155
4152,022,010
4153,191,088
4154,179,038
4155,077,107
4156,032,162
4157,089,009
4158,048,178
4159,057,040
4160,056,028
4161,076,106
4162,166,018
4163,170,127
4164,109,132
4165,032,069
4166,182,081
4167,157,063
4168,144,040
4169,020,137
4170,189,068
4171,022,110
4172,149,113
4173,197,195
4174,118,046
4175,009,179
4176,033,136
4177,186,118
4178,071,064
4179,197,043
4180,151,117
4181,074,004
4182,002,133
4183,106,070
4184,131,094
4185,025,190
4186,084,062
4187,002,020
4188,099,009
4189,158,118
4190,029,182
4191,188,164
4192,120,048
4193,115,155
4194,102,194
4195,047,136
4196,104,160
4197,177,196
4198,092,033
4199,038,036
4200,044,039
4201,084,176
4202,110,095
4203,020,077
4204,136,002
4205,124,159
4206,032,192
4207,043,092
4208,007,019
4209,192,111
4210,153,182
4211,018,069
4212,147,084
4213,077,088
4214,097,187
4215,075,149
4216,108,039
4217,036,069
4218,136,072
4219,182,047
4220,195,157
4221,122,109
4222,176,117
4223,086,169
4224,146,049
4225,036,110
4226,179,189
4227,131,155
4228,056,161
4229,075,107
4230,076,093
4231,099,118
4232,093,097
4233,070,052
4234,022,011
4235,109,049
4236,175,002
4237,053,104
4238,053,025
4239,069,083
4240,079,096
4241,036,048
4242,021,094
4243,124,008
4244,132,014
4245,092,136
4246,050,117
4247,190,099
4248,019,176
4249,076,137
4250,148,042
4251,127,197
4252,125,163
4253,190,042
4254,177,075
4255,104,152
4256,019,010
4257,038,173
4258,178,077
4259,151,128
4260,062,006
4261,046,148
4262,069,120
4263,048,124
4264,072,065
4265,142,168
4266,077,101
4267,004,081
4268,089,149
4269,142,106
4270,061,031
4271,001,011
4272,072,199
4273,061,102
4274,122,010
4275,162,069
4276,118,085
4277,129,031
4278,034,080
4279,109,107
4280,156,019
4281,130,098
4282,050,085
4283,138,159
4284,066,051
4285,182,177
4286,177,035
4287,050,075
4288,186,149
4289,191,168
4290,032,023
4291,141,124
4292,014,132
4293,153,181
4294,013,157
4295,017,042
4296,048,033
4297,014,109
4298,059,072
4299,151,188
4300,036,029
4301,101,016
4302,088,049
4303,028,016
4304,074,051
4305,083,086
4306,103,161
4307,125,124
4308,109,144
4309,089,165
4310,015,175
4311,127,052
4312,172,036
4313,159,194
4314,032,078
4315,096,063
4316,035,054
4317,114,122
4318,199,014
4319,087,062
4320,081,122
4321,065,105
4322,136,020
4323,192,026
4324,043,122
4325,109,141
4326,195,153
4327,088,181
4328,020,053
4329,042,004
4330,082,009
4331,128,188
4332,094,197
4333,140,052
4334,147,114
4335,108,115
4336,077,079
4337,115,166
4338,076,064
4339,040,032
4340,184,136
4341,074,056
4342,124,021
4343,108,056
4344,096,129
4345,034,076
4346,173,121
4347,137,197
4348,163,040
4349,084,177
4350,132,010
4351,010,027
4352,037,129
4353,033,079
4354,048,049
4355,134,150
4356,078,000
4357,148,005
4358,092,006
4359,158,178
4360,137,068
4361,186,170
4362,040,122
4363,197,054
4364,174,160
4365,143,005
4366,127,121
4367,020,088
4368,087,080
4369,043,109
4370,170,161
4371,160,063
4372,165,062
4373,064,053
4374,157,150
4375,192,131
4376,197,196
4377,000,056
4378,078,155
4379,003,174
4380,062,022
4381,099,051
4382,018,051
4383,187,111
4384,000,117
4385,038,087
4386,013,198
4387,152,010
4388,116,045
4389,069,097
4390,056,137
4391,116,062
4392,094,170
4393,194,175
4394,109,019
4395,130,053
4396,029,057
4397,011,060
4398,099,007
4399,110,155
4400,057,053
4401,157,151
4402,178,137
4403,074,172
4404,127,068
4405,144,035
4406,048,054
4407,012,174
4408,074,183
4409,018,088
4410,020,047
4411,142,133
4412,137,153
4413,056,149
4414,165,006
4415,155,007
4416,042,185
4417,029,090
4418,113,069
4419,028,073
4420,107,138
4421,047,195
4422,066,026
4423,174,076
4424,056,065
4425,049,055
4426,127,070
4427,177,004
4428,166,113
4429,029,120
4430,033,173
4431,034,117
4432,123,179
4433,174,033
4434,098,058
4435,122,092
4436,098,196
4437,102,149
4438,073,063
4439,186,168
4440,091,146
4441,050,171
4442,018,015
4443,040,169
4444,009,125
4445,020,163
4446,015,080
4447,110,097
4448,198,068
4449,117,138
4450,148,079
4451,152,082
4452,179,120
4453,041,002
4454,000,150
4455,108,136
4456,080,142
4457,146,067
4458,181,118
4459,066,165
4460,023,008
4461,004,002
4462,082,138
4463,149,111
4464,161,074
4465,103,067
4466,054,103
4467,177,185
4468,029,127
4469,015,131
4470,103,039
4471,051,007
4472,189,137
4473,008,185
4474,171,188
4475,056,185
4476,047,008
4477,136,134
4478,023,118
4479,157,194
4480,094,130
4481,082,028
4482,077,194
4483,045,116
4484,099,047
4485,009,168
4486,182,195
4487,105,006
4488,060,109
4489,192,093
4490,177,021
4491,001,006
4492,076,144
4493,124,147
4494,006,086
4495,186,002
4496,051,047
4497,186,164
4498,073,036
4499,083,152
4500,061,185
4501,029,136
4502,061,059
4503,069,000
4504,089,118
4505,079,016
4506,039,074
4507,076,010
4508,027,116
4509,099,166
4510,151,001
4511,024,034
4512,183,076
4513,066,093
4514,118,151
4515,102,103
4516,001,160
4517,153,134
4518,104,064
4519,188,196
4520,111,018
4521,077,099
4522,134,080
4523,190,072
4524,082,125
4525,035,161
4526,119,179
4527,069,116
4528,042,048
4529,150,067
4530,085,064
4531,088,150
4532,098,097
4533,121,039
4534,036,174
4535,175,161
4536,103,023
4537,132,054
4538,107,035
4539,082,102
4540,115,174
4541,004,144
4542,106,015
4543,186,069
4544,032,121
4545,080,117
4546,108,111
4547,078,142
4548,097,174
4549,146,194
4550,043,123
4551,177,082
4552,057,010
4553,055,155
4554,037,081
4555,061,067
4556,097,034
4557,153,163
4558,115,161
4559,082,120
4560,054,172
4561,102,005
4562,068,074
4563,046,132
4564,033,013
4565,072,055
4566,121,093
4567,044,081
4568,006,022
4569,019,081
4570,129,099
4571,090,169
4572,174,176
4573,142,026
4574,107,086
4575,075,041
4576,199,161
4577,060,089
4578,105,131
4579,005,043
4580,105,083
4581,155,196
4582,190,090
4583,091,024
4584,184,059
4585,087,144
4586,129,143
4587,068,104
4588,127,130
4589,152,081
4590,004,026
4591,147,040
4592,046,104
4593,001,020
4594,127,012
4595,086,049
4596,147,107
4597,152,137
4598,058,006
4599,061,060
4600,047,084
4601,109,156
4602,019,188
4603,105,174
4604,092,049
4605,129,015
4606,055,043
4607,083,136
4608,022,152
4609,108,130
4610,120,000
4611,044,085
4612,095,013
4613,095,006
4614,005,182
4615,000,118
4616,085,137
4617,191,157
4618,049,052
4619,040,138
4620,189,084
4621,099,064
4622,128,129
4623,073,059
4624,098,082
4625,134,024
4626,070,104
4627,106,175
4628,016,178
4629,051,019
4630,148,073
4631,059,051
4632,055,118
4633,081,094
4634,130,068
4635,167,031
4636,133,010
4637,053,153
4638,124,009
4639,106,141
4640,153,143
4641,037,043
4642,130,115
4643,069,169
4644,159,089
4645,077,178
4646,093,108
4647,063,142
4648,150,062
4649,017,038
4650,072,155
4651,012,114
4652,033,198
4653,124,072
4654,146,137
4655,050,110
4656,108,062
4657,093,164
4658,148,143
4659,077,116
4660,009,005
4661,086,179
4662,096,023
4663,127,092
4664,036,034
4665,089,162
4666,011,165
4667,060,049
4668,016,053
4669,155,148
4670,182,169
4671,121,074
4672,026,056
4673,043,058
4674,144,068
4675,162,019
4676,032,064
4677,067,138
4678,070,194
4679,172,077
4680,189,176
4681,177,077
4682,125,076
4683,175,087
4684,036,093
4685,159,092
4686,129,045
4687,077,190
4688,052,006
4689,182,108
4690,052,023
4691,159,130
4692,136,184
4693,055,116
4694,032,055
4695,106,036
4696,066,105
4697,097,078
4698,124,042
4699,136,147
4700,083,012
4701,127,125
4702,127,162
4703,192,120
4704,101,033
4705,098,183
4706,015,014
4707,198,003
4708,108,107
4709,034,041
4710,131,000
4711,196,124
4712,093,035
4713,020,028
4714,141,169
4715,068,197
4716,076,068
4717,184,063
4718,124,166
4719,078,177
4720,114,173
4721,086,116
4722,157,172
4723,146,022
4724,067,083
4725,148,060
4726,141,127
4727,178,186
4728,006,153
4729,182,138
4730,008,105
4731,125,010
4732,164,038
4733,104,193
4734,092,044
4735,177,160
4736,193,181
4737,161,174
4738,138,091
4739,110,170
4740,050,041
4741,103,115
4742,119,155
4743,010,069
4744,142,129
4745,122,144
4746,128,095
4747,191,024
4748,167,125
4749,131,109
4750,092,168
4751,116,090
4752,063,156
4753,188,185
4754,103,010
4755,075,097
4756,193,136
4757,076,044
4758,021,001
4759,113,183
4760,027,016
4761,036,070
4762,008,063
4763,186,036
4764,014,127
4765,012,187
4766,143,045
4767,086,015
4768,110,092
4769,187,009
4770,091,127
4771,019,015
4772,149,022
4773,162,142
4774,043,000
4775,091,075
4776,143,021
4777,028,059
4778,178,155
4779,028,133
4780,151,161
4781,057,108
4782,124,077
4783,141,065
4784,018,042
4785,022,129
4786,181,018
4787,040,039
4788,160,177
4789,113,085
4790,140,122
4791,184,194
4792,156,021
4793,047,071
4794,124,059
4795,105,096
4796,092,060
4797,084,144
4798,125,174
4799,078,105
4800,007,129
4801,195,037
4802,044,146
4803,179,086
4804,034,143
4805,138,033
4806,102,176
4807,177,096
4808,162,092
4809,127,088
4810,040,084
4811,007,004
4812,060,119
4813,123,021
4814,027,196
4815,090,069
4816,170,079
4817,162,098
4818,168,176
4819,143,068
4820,130,037
4821,173,113
4822,177,056
4823,089,147
4824,011,115
4825,065,102
4826,198,099
4827,137,090
4828,041,064
4829,191,021
4830,009,014
4831,041,082
4832,046,064
4833,025,038
4834,175,115
4835,192,080
4836,062,095
4837,158,168
4838,068,032
4839,191,176
4840,029,098
4841,175,177
4842,002,163
4843,182,005
4844,035,078
4845,008,130
4846,168,167
4847,017,032
4848,174,055
4849,022,032
4850,152,020
4851,169,035
4852,158,050
4853,150,095
4854,189,078
4855,000,044
4856,064,103
4857,114,014
4858,079,162
4859,164,147
4860,009,120
4861,158,026
4862,186,131
4863,064,014
4864,149,160
4865,048,149
4866,140,055
4867,164,009
4868,087,116
4869,167,088
4870,057,165
4871,183,182
4872,123,016
4873,080,064
4874,019,049
4875,038,178
4876,079,142
4877,080,085
4878,029,150
4879,024,162
4880,176,123
4881,017,028
4882,077,118
4883,084,055
4884,119,104
4885,129,050
4886,021,128
4887,175,097
4888,102,011
4889,121,143
4890,094,189
4891,074,032
4892,079,165
4893,181,049
4894,196,008
4895,074,096
4896,175,155
4897,060,181
4898,015,146
4899,163,008
4900,011,049
4901,017,093
4902,061,003
4903,132,017
4904,046,074
4905,043,076
4906,111,167
4907,174,002
4908,000,173
4909,133,034
4910,110,164
4911,169,015
4912,153,062
4913,023,087
4914,061,005
4915,062,076
4916,091,007
4917,091,131
4918,199,011
4919,068,003
4920,188,067
4921,027,035
4922,185,062
4923,161,023
4924,120,090
4925,089,004
4926,013,130
4927,099,056
4928,090,193
4929,185,079
4930,004,150
4931,183,158
4932,156,066
4933,065,157
4934,177,037
4935,010,162
4936,131,076
4937,069,066
4938,083,097
4939,127,026
4940,004,045
4941,190,012
4942,055,051
4943,146,002
4944,191,053
4945,134,198
4946,167,087
4947,098,074
4948,101,191
4949,165,151
4950,066,171
4951,037,041
4952,062,195
4953,067,080
4954,023,190
4955,085,050
4956,107,181
4957,182,045
4958,101,095
4959,198,192
4960,016,171
4961,133,107
4962,056,007
4963,110,178
4964,053,187
4965,105,003
4966,000,026
4967,109,041
4968,037,158
4969,193,047
4970,125,056
4971,198,183
4972,163,195
4973,027,088
4974,172,066
4975,113,015
4976,071,186
4977,124,108
4978,173,016
4979,039,044
4980,094,199
4981,127,039
4982,114,132
4983,065,041
4984,127,081
4985,051,056
4986,070,078
4987,131,071
4988,052,077
4989,128,052
4990,142,004
4991,024,140
4992,010,198
4993,150,162
4994,017,005
4995,010,190
4996,196,198
4997,115,149
4998,006,187
4999,152,122
