,0,1,2
3219,033,133,150
3220,144,015,164
3221,170,137,073
3222,015,068,043
3223,072,104,026
3224,012,115,117
3225,193,097,020
3226,148,084,099
3227,103,001,196
3228,104,017,165
3229,189,198,089
3230,192,178,117
3231,039,120,101
3232,196,176,015
3233,026,111,113
3234,026,003,110
3235,184,153,070
3236,165,024,158
3237,155,065,028
3238,109,117,182
3239,058,125,077
3240,173,125,065
3241,028,073,042
3242,199,111,090
3243,197,019,173
3244,119,186,152
3245,038,057,096
3246,035,101,067
3247,128,021,086
3248,115,099,053
3249,120,171,070
3250,146,104,131
3251,005,001,062
3252,077,095,101
3253,025,108,045
3254,034,109,153
3255,044,003,069
3256,122,098,053
3257,146,107,199
3258,155,019,082
3259,177,025,182
3260,189,047,048
3261,079,039,034
3262,108,057,054
3263,147,054,058
3264,186,124,109
3265,065,146,134
3266,059,058,060
3267,019,077,153
3268,047,017,070
3269,087,025,157
3270,169,118,069
3271,155,002,137
3272,142,195,070
3273,111,152,168
3274,196,091,058
3275,012,049,181
3276,104,010,046
3277,053,086,048
3278,002,175,060
3279,106,147,162
3280,188,113,085
3281,085,174,152
3282,018,186,073
3283,197,016,006
3284,017,086,033
3285,153,080,107
3286,136,097,181
3287,081,065,111
3288,173,031,183
3289,065,182,075
3290,197,143,156
3291,119,084,065
3292,144,067,191
3293,140,174,052
3294,025,022,055
3295,173,076,064
3296,133,028,117
3297,063,049,153
3298,071,095,094
3299,132,118,120
3300,102,199,024
3301,040,187,124
3302,179,022,076
3303,069,123,092
3304,186,068,167
3305,115,000,098
3306,170,046,029
3307,077,044,025
3308,168,123,040
3309,082,077,185
3310,071,123,012
3311,169,089,142
3312,044,117,133
3313,007,185,158
3314,129,174,060
3315,182,125,090
3316,172,095,071
3317,086,140,072
3318,190,108,079
3319,162,058,049
3320,167,193,071
3321,055,174,029
3322,190,025,097
3323,008,173,019
3324,027,071,051
3325,082,183,020
3326,123,104,161
3327,171,123,131
3328,150,105,096
3329,160,181,199
3330,198,128,107
3331,199,084,089
3332,073,128,187
3333,124,060,076
3334,175,130,193
3335,131,119,070
3336,189,003,006
3337,049,197,152
3338,125,133,001
3339,107,015,043
3340,155,175,017
3341,055,070,097
3342,096,032,082
3343,008,105,125
3344,136,182,133
3345,088,129,159
3346,148,181,046
3347,099,006,036
3348,016,022,036
3349,062,170,023
3350,191,103,188
3351,149,141,087
3352,092,109,063
3353,085,001,093
3354,169,019,082
3355,032,150,176
3356,099,147,187
3357,159,060,027
3358,175,059,050
3359,153,141,095
3360,187,062,014
3361,031,058,074
3362,035,149,041
3363,187,178,096
3364,022,079,042
3365,020,111,068
3366,190,014,003
3367,022,057,186
3368,104,077,002
3369,037,069,160
3370,159,028,090
3371,084,136,151
3372,105,190,064
3373,117,183,111
3374,172,025,174
3375,181,096,121
3376,014,193,065
3377,182,105,130
3378,061,138,127
3379,178,063,061
3380,015,125,153
3381,078,151,056
3382,018,047,137
3383,050,148,015
3384,114,013,129
3385,136,101,016
3386,066,118,120
3387,142,042,195
3388,188,162,161
3389,184,137,199
3390,133,156,074
3391,082,020,152
3392,104,034,051
3393,184,042,064
3394,194,103,151
3395,189,041,146
3396,137,160,011
3397,083,042,000
3398,087,150,015
3399,032,179,136
3400,184,182,048
3401,020,023,128
3402,043,188,028
3403,059,162,008
3404,181,196,182
3405,147,053,088
3406,164,095,172
3407,103,184,078
3408,104,195,068
3409,099,084,132
3410,006,165,002
3411,032,125,171
3412,067,069,018
3413,061,003,109
3414,024,167,174
3415,061,095,151
3416,031,008,125
3417,110,159,044
3418,196,157,123
3419,016,120,118
3420,153,182,171
3421,129,051,000
3422,013,077,136
3423,093,105,103
3424,115,102,192
3425,064,044,086
3426,066,037,008
3427,191,017,193
3428,037,116,083
3429,051,087,151
3430,118,168,057
3431,063,103,003
3432,040,127,061
3433,096,156,087
3434,090,038,151
3435,183,054,010
3436,069,150,122
3437,116,023,117
3438,032,017,114
3439,153,176,003
3440,018,163,047
3441,044,168,088
3442,056,043,083
3443,184,066,055
3444,148,088,198
3445,069,051,079
3446,038,165,050
3447,063,016,136
3448,036,058,006
3449,105,121,075
3450,113,015,066
3451,167,082,008
3452,046,006,177
3453,000,102,152
3454,077,177,194
3455,008,042,036
3456,155,095,132
3457,177,058,107
3458,071,163,028
3459,011,137,129
3460,171,130,056
3461,008,059,124
3462,128,013,197
3463,055,086,136
3464,168,010,131
3465,117,095,186
3466,118,085,108
3467,130,045,155
3468,066,098,069
3469,171,176,155
3470,026,142,015
3471,042,039,081
3472,098,165,173
3473,160,150,136
3474,113,017,163
3475,004,130,063
3476,077,197,162
3477,063,144,122
3478,029,057,068
3479,174,187,014
3480,003,198,138
3481,157,096,107
3482,094,055,032
3483,050,179,133
3484,121,055,174
3485,059,147,109
3486,195,102,105
3487,095,071,014
3488,156,169,099
3489,178,166,142
3490,074,195,042
3491,091,022,055
3492,082,046,101
3493,137,046,052
3494,076,176,123
3495,004,102,141
3496,022,067,153
3497,111,131,196
3498,123,183,064
3499,172,111,094
3500,001,143,002
3501,047,000,016
3502,083,195,017
3503,037,122,094
3504,199,102,159
3505,023,001,094
3506,113,087,027
3507,052,023,106
3508,171,136,036
3509,199,072,073
3510,114,035,080
3511,049,196,167
3512,013,023,083
3513,037,095,022
3514,176,032,041
3515,024,153,092
3516,077,183,092
3517,055,052,146
3518,114,037,026
3519,084,115,160
3520,002,009,078
3521,125,196,074
3522,111,133,148
3523,048,037,092
3524,195,015,000
3525,067,181,160
3526,140,085,097
3527,129,132,043
3528,007,191,102
3529,178,129,151
3530,118,127,089
3531,153,177,038
3532,192,038,057
3533,029,098,082
3534,083,024,013
3535,011,176,109
3536,065,161,069
3537,187,189,092
3538,078,049,096
3539,169,082,137
3540,118,006,185
3541,063,105,089
3542,182,059,186
3543,089,151,146
3544,070,063,132
3545,049,089,132
3546,001,101,157
3547,137,134,147
3548,121,095,077
3549,041,048,134
3550,175,061,093
3551,023,012,119
3552,120,028,114
3553,061,107,129
3554,055,152,000
3555,082,059,149
3556,094,169,075
3557,182,053,033
3558,086,188,096
3559,013,128,088
3560,082,029,101
3561,010,074,055
3562,067,034,165
3563,142,105,001
3564,098,060,042
3565,042,133,175
3566,111,108,009
3567,124,182,127
3568,016,097,072
3569,113,048,011
3570,168,101,036
3571,010,158,172
3572,152,075,101
3573,070,024,191
3574,140,018,013
3575,106,178,015
3576,175,198,023
3577,008,048,004
3578,002,097,061
3579,016,146,069
3580,127,029,011
3581,171,004,028
3582,036,182,023
3583,020,089,106
3584,108,183,082
3585,185,107,057
3586,033,019,047
3587,063,015,142
3588,138,063,114
3589,165,063,090
3590,109,144,041
3591,123,119,147
3592,161,178,104
3593,035,096,143
3594,175,001,082
3595,117,167,195
3596,199,035,097
3597,149,163,045
3598,049,039,033
3599,073,149,114
3600,000,142,181
3601,133,017,176
3602,143,165,022
3603,159,192,079
3604,108,049,028
3605,065,020,068
3606,023,097,105
3607,150,123,015
3608,072,033,048
3609,093,088,115
3610,124,037,001
3611,109,172,025
3612,147,039,026
3613,041,095,159
3614,051,044,194
3615,148,037,026
3616,048,012,151
3617,194,062,115
3618,002,110,128
3619,015,176,043
3620,181,186,041
3621,133,175,035
3622,032,070,036
3623,165,007,186
3624,023,003,192
3625,166,194,192
3626,096,029,106
3627,192,128,040
3628,161,198,016
3629,163,115,093
3630,091,101,099
3631,064,121,065
3632,159,038,039
3633,181,116,197
3634,069,156,023
3635,144,074,037
3636,005,170,064
3637,155,038,198
3638,032,191,084
3639,164,027,041
3640,013,160,088
3641,163,035,020
3642,059,087,094
3643,057,174,048
3644,068,131,121
3645,102,150,004
3646,152,193,086
3647,141,088,104
3648,162,140,107
3649,140,079,155
3650,179,158,050
3651,042,178,048
3652,096,143,059
3653,070,039,075
3654,075,128,189
3655,025,043,164
3656,107,089,193
3657,051,073,128
3658,034,039,160
3659,116,043,166
3660,096,168,043
3661,021,045,155
3662,060,004,091
3663,088,037,082
3664,027,094,190
3665,011,082,191
3666,150,121,093
3667,081,035,018
3668,056,186,067
3669,098,060,062
3670,125,128,195
3671,132,087,155
3672,072,031,187
3673,171,034,035
3674,076,186,084
3675,172,179,039
3676,094,015,108
3677,146,008,005
3678,143,146,137
3679,113,108,074
3680,161,173,054
3681,017,156,003
3682,090,137,133
3683,105,199,120
3684,048,167,015
3685,125,153,085
3686,107,091,060
3687,101,133,060
3688,074,028,160
3689,016,194,106
3690,006,140,021
3691,039,147,196
3692,082,102,192
3693,178,157,095
3694,005,082,079
3695,078,192,152
3696,186,161,002
3697,096,046,013
3698,092,102,189
3699,018,078,165
3700,123,056,192
3701,044,081,182
3702,091,127,124
3703,003,004,066
3704,001,137,179
3705,171,022,143
3706,136,037,148
3707,109,162,046
3708,047,157,168
3709,088,040,029
3710,038,148,181
3711,024,102,062
3712,038,169,122
3713,044,048,060
3714,099,024,136
3715,050,190,133
3716,058,159,143
3717,075,173,073
3718,073,027,101
3719,073,049,020
3720,018,062,124
3721,079,105,137
3722,004,161,086
3723,190,108,056
3724,011,185,081
3725,013,025,101
3726,017,088,161
3727,102,158,123
3728,044,161,095
3729,195,011,095
3730,083,166,090
3731,040,155,004
3732,018,016,011
3733,121,061,114
3734,068,115,059
3735,018,097,131
3736,109,046,091
3737,147,129,017
3738,036,095,149
3739,181,183,123
3740,125,140,076
3741,177,129,130
3742,048,027,128
3743,171,127,080
3744,185,046,153
3745,024,167,172
3746,093,043,051
3747,150,078,194
3748,130,013,027
3749,044,020,052
3750,083,107,029
3751,181,019,003
3752,020,094,005
3753,077,130,156
3754,095,014,056
3755,038,110,122
3756,142,007,157
3757,157,048,058
3758,109,057,187
3759,189,141,015
3760,046,071,101
3761,170,157,166
3762,003,099,035
3763,059,000,016
3764,051,176,108
3765,104,169,128
3766,005,052,082
3767,151,088,044
3768,048,055,167
3769,082,108,171
3770,157,035,122
3771,059,124,133
3772,108,162,083
3773,072,119,116
3774,111,142,026
3775,006,026,010
3776,174,032,050
3777,134,197,004
3778,169,116,092
3779,110,108,033
3780,023,101,183
3781,171,020,029
3782,083,189,103
3783,058,171,060
3784,150,120,025
3785,175,185,108
3786,173,138,184
3787,182,033,189
3788,064,075,197
3789,037,156,127
3790,015,119,084
3791,119,155,141
3792,164,076,059
3793,141,053,147
3794,124,061,168
3795,109,172,125
3796,118,155,102
3797,169,037,194
3798,026,081,163
3799,164,172,019
3800,183,016,017
3801,005,057,106
3802,165,066,153
3803,142,175,137
3804,194,059,098
3805,158,012,076
3806,151,032,033
3807,080,163,175
3808,192,148,017
3809,083,142,123
3810,050,147,141
3811,072,148,184
3812,181,118,040
3813,134,144,195
3814,054,003,000
3815,157,096,041
3816,165,010,082
3817,190,161,074
3818,140,161,110
3819,073,028,133
3820,040,064,108
3821,058,149,138
3822,099,041,067
3823,151,093,037
3824,192,095,163
3825,188,109,066
3826,082,193,062
3827,178,122,183
3828,162,174,068
3829,007,089,133
3830,102,052,177
3831,109,051,006
3832,059,161,107
3833,050,183,123
3834,082,084,087
3835,082,014,129
3836,103,164,188
3837,115,171,142
3838,080,036,157
3839,067,093,082
3840,070,136,004
3841,049,116,056
3842,160,187,058
3843,042,057,156
3844,198,037,023
3845,188,133,148
3846,071,089,199
3847,164,116,037
3848,120,005,108
3849,152,056,004
3850,085,155,054
3851,086,137,094
3852,171,117,140
3853,076,099,022
3854,150,159,193
3855,114,129,106
3856,150,152,038
3857,193,043,136
3858,132,148,122
3859,055,001,093
3860,162,148,096
3861,032,092,103
3862,034,078,083
3863,047,137,199
3864,148,050,184
3865,013,110,051
3866,173,177,020
3867,152,153,088
3868,106,047,149
3869,165,079,088
3870,097,113,021
3871,136,151,196
3872,185,063,197
3873,152,072,197
3874,183,189,013
3875,185,019,085
3876,134,173,057
3877,161,186,010
3878,191,132,078
3879,024,111,026
3880,041,195,155
3881,125,152,146
3882,150,052,094
3883,117,028,168
3884,182,035,047
3885,067,111,016
3886,007,085,183
3887,194,066,115
3888,118,102,116
3889,122,116,181
3890,096,074,026
3891,163,005,175
3892,158,175,086
3893,151,017,118
3894,133,022,166
3895,031,006,024
3896,054,151,118
3897,049,105,031
3898,028,108,142
3899,029,059,175
3900,192,080,055
3901,056,085,191
3902,037,171,177
3903,065,174,078
3904,161,071,086
3905,094,196,187
3906,051,081,111
3907,132,199,016
3908,103,159,113
3909,159,026,040
3910,088,140,189
3911,168,150,085
3912,162,023,114
3913,056,023,146
3914,191,169,013
3915,132,055,008
3916,048,122,176
3917,176,038,106
3918,170,063,035
3919,038,106,019
3920,072,054,075
3921,142,163,177
3922,095,035,054
3923,106,051,185
3924,067,134,031
3925,007,070,144
3926,142,021,116
3927,088,013,010
3928,083,012,051
3929,080,072,024
3930,092,075,063
3931,094,199,026
3932,013,059,019
3933,110,021,113
3934,167,153,132
3935,073,120,007
3936,150,119,187
3937,102,049,114
3938,060,036,091
3939,120,094,171
3940,058,098,093
3941,190,160,157
3942,157,061,083
3943,065,085,167
3944,082,007,181
3945,113,017,103
3946,095,102,089
3947,023,194,118
3948,057,113,128
3949,074,042,023
3950,178,062,107
3951,072,067,116
3952,164,001,084
3953,095,050,187
3954,056,184,061
3955,199,146,064
3956,151,083,141
3957,015,036,019
3958,078,061,170
3959,042,090,087
3960,064,104,155
3961,179,076,080
3962,007,028,095
3963,007,198,045
3964,061,085,080
3965,076,029,191
3966,148,125,105
3967,177,054,044
3968,070,199,035
3969,131,151,196
3970,015,022,164
3971,050,177,080
3972,101,025,098
3973,189,152,021
3974,119,152,197
3975,065,111,174
3976,004,081,187
3977,097,092,162
3978,184,054,003
3979,114,196,172
3980,193,035,199
3981,021,183,165
3982,093,028,150
3983,137,162,161
3984,181,022,049
3985,116,006,009
3986,143,197,115
3987,055,008,014
3988,032,150,061
3989,063,096,144
3990,050,138,131
3991,061,165,170
3992,008,061,146
3993,016,098,124
3994,092,141,016
3995,085,063,142
3996,082,174,120
3997,087,196,049
3998,007,189,177
3999,024,022,018
4000,147,195,190
4001,179,184,182
4002,094,052,119
4003,042,120,070
4004,178,043,116
4005,122,182,146
4006,084,090,107
4007,183,042,040
4008,031,065,158
4009,037,137,096
4010,057,190,151
4011,050,086,003
4012,008,170,059
4013,040,079,002
4014,095,098,063
4015,121,114,010
4016,199,009,159
4017,109,060,163
4018,062,160,190
4019,101,115,075
4020,011,002,034
4021,074,141,078
4022,120,172,189
4023,159,045,115
4024,015,108,199
4025,131,079,116
4026,186,093,171
4027,050,194,137
4028,133,163,025
4029,053,152,093
4030,152,068,026
4031,086,045,116
4032,134,183,034
4033,076,003,142
4034,196,172,064
4035,008,094,146
4036,060,067,049
4037,067,173,065
4038,106,079,047
4039,045,033,029
4040,183,176,131
4041,192,011,162
4042,170,166,197
4043,001,150,136
4044,166,102,167
4045,113,015,177
4046,113,192,088
4047,059,029,005
4048,023,069,074
4049,134,045,026
4050,034,130,146
4051,022,161,069
4052,160,048,101
4053,125,110,179
4054,034,107,093
4055,020,113,047
4056,155,051,048
4057,079,151,172
4058,010,069,038
4059,142,041,001
4060,026,015,171
4061,060,065,004
4062,149,123,069
4063,141,123,143
4064,098,161,044
4065,034,182,008
4066,184,053,095
4067,142,044,024
4068,063,146,107
4069,188,151,120
4070,104,053,183
4071,093,160,051
4072,119,084,091
4073,123,052,000
4074,095,096,052
4075,033,042,025
4076,173,005,027
4077,198,082,155
4078,166,182,052
4079,168,127,038
4080,172,113,004
4081,136,052,093
4082,088,155,036
4083,029,187,128
4084,133,187,055
4085,004,016,068
4086,176,156,009
4087,166,096,032
4088,179,024,002
4089,088,168,049
4090,102,028,142
4091,005,064,121
4092,094,088,122
4093,150,177,059
4094,117,170,015
4095,177,115,046
4096,197,170,177
4097,158,025,084
4098,042,096,089
4099,090,045,083
4100,104,127,018
4101,096,082,050
4102,103,012,115
4103,000,173,187
4104,068,021,056
4105,177,137,095
4106,039,163,170
4107,067,041,155
4108,066,103,020
4109,177,110,074
4110,174,038,055
4111,073,195,058
4112,015,125,143
4113,033,094,056
4114,155,035,091
4115,129,040,033
4116,185,108,023
4117,017,140,157
4118,069,140,142
4119,007,090,132
4120,152,071,028
4121,082,087,178
4122,093,024,134
4123,055,140,178
4124,187,161,183
4125,190,012,060
4126,008,023,152
4127,039,068,124
4128,164,031,066
4129,007,166,109
4130,146,080,115
4131,124,096,063
4132,020,113,117
4133,014,012,058
4134,188,091,064
4135,158,066,156
4136,052,072,010
4137,118,075,102
4138,031,016,097
4139,130,026,143
4140,067,136,147
4141,117,083,077
4142,080,096,042
4143,125,149,045
4144,086,173,178
4145,094,194,096
4146,140,113,068
4147,067,120,111
4148,092,037,071
4149,048,073,085
4150,177,198,066
4151,025,197,096
4152,071,016,163
4153,174,002,033
4154,191,163,193
4155,009,174,047
4156,017,119,199
4157,177,160,147
4158,056,004,085
4159,105,175,146
4160,174,096,140
4161,006,035,178
4162,113,167,175
4163,133,047,052
4164,113,108,132
4165,082,179,164
4166,131,162,160
4167,063,054,138
4168,071,153,064
4169,073,169,061
4170,143,082,146
4171,113,117,070
4172,179,064,192
4173,040,133,161
4174,008,028,101
4175,066,015,086
4176,128,023,155
4177,057,063,071
4178,073,096,011
4179,082,053,077
4180,140,173,024
4181,188,074,162
4182,078,193,165
4183,004,038,044
4184,025,028,057
4185,034,190,109
4186,007,114,125
4187,148,072,149
4188,060,066,002
4189,122,194,169
4190,105,035,199
4191,079,020,087
4192,169,031,039
4193,142,130,040
4194,081,192,143
4195,173,159,174
4196,171,173,095
4197,081,117,016
4198,127,010,105
4199,184,114,042
4200,153,123,198
4201,109,093,169
4202,023,080,136
4203,106,162,121
4204,089,197,099
4205,084,136,140
4206,037,046,050
4207,099,106,037
4208,160,078,056
4209,191,134,071
4210,035,109,088
4211,007,092,054
4212,137,133,064
4213,191,097,093
4214,104,133,169
4215,146,065,192
4216,018,109,171
4217,071,146,063
4218,103,029,194
4219,019,129,120
4220,011,015,187
4221,116,114,195
4222,017,024,197
4223,111,085,122
4224,173,033,164
4225,193,158,147
4226,050,027,133
4227,008,078,157
4228,004,072,046
4229,142,063,143
4230,012,036,136
4231,044,029,160
4232,062,013,188
4233,088,010,151
4234,036,031,195
4235,009,159,171
4236,197,102,058
4237,082,182,107
4238,074,164,092
4239,159,176,110
4240,165,080,036
4241,079,029,144
4242,122,181,071
4243,078,072,107
4244,140,099,153
4245,066,170,193
4246,059,056,109
4247,141,115,017
4248,172,085,048
4249,005,051,153
4250,063,087,080
4251,153,107,072
4252,118,162,124
4253,131,095,150
4254,148,101,074
4255,116,195,026
4256,182,175,121
4257,160,014,093
4258,036,136,141
4259,121,021,038
4260,113,089,158
4261,164,098,181
4262,117,009,166
4263,028,089,113
4264,046,077,003
4265,012,057,037
4266,031,082,010
4267,048,074,165
4268,192,079,102
4269,148,108,156
4270,019,052,065
4271,020,105,007
4272,151,022,093
4273,022,050,114
4274,095,080,150
4275,026,130,149
4276,199,132,052
4277,080,174,138
4278,113,010,032
4279,185,062,051
4280,008,092,118
4281,168,146,176
4282,018,118,052
4283,023,125,110
4284,095,038,060
4285,083,028,116
4286,013,094,124
4287,149,027,028
4288,173,125,053
4289,010,171,106
4290,026,002,083
4291,081,092,196
4292,114,183,106
4293,148,182,137
4294,007,088,012
4295,118,001,035
4296,146,022,120
4297,095,042,010
4298,116,196,118
4299,029,077,171
4300,011,134,034
4301,183,058,097
4302,071,010,082
4303,110,026,178
4304,177,012,080
4305,157,151,035
4306,152,033,151
4307,111,097,053
4308,190,015,075
4309,158,132,188
4310,175,110,106
4311,158,055,043
4312,158,195,162
4313,106,193,195
4314,060,006,070
4315,007,107,027
4316,012,102,029
4317,069,132,081
4318,042,146,185
4319,130,014,085
4320,088,089,165
4321,078,111,016
4322,148,110,185
4323,029,010,019
4324,093,055,143
4325,168,109,167
4326,134,050,095
4327,114,083,018
4328,143,111,013
4329,138,133,044
4330,168,013,128
4331,107,064,043
4332,028,190,036
4333,131,110,051
4334,096,076,132
4335,163,178,124
4336,048,043,149
4337,072,052,079
4338,143,083,198
4339,068,160,138
4340,184,111,000
4341,147,111,049
4342,182,150,027
4343,027,117,175
4344,102,056,097
4345,178,014,183
4346,044,035,078
4347,058,108,195
4348,050,105,045
4349,151,138,137
4350,028,099,095
4351,063,166,163
4352,107,015,136
4353,130,032,082
4354,004,179,069
4355,125,050,149
4356,080,006,130
4357,196,061,004
4358,082,195,084
4359,073,134,038
4360,116,017,157
4361,061,069,167
4362,045,144,033
4363,184,000,038
4364,072,012,131
4365,170,014,174
4366,120,025,105
4367,168,070,110
4368,179,129,068
4369,156,152,158
4370,062,011,174
4371,035,098,160
4372,116,092,179
4373,131,164,106
4374,199,099,024
4375,060,017,166
4376,018,129,165
4377,176,017,049
4378,168,113,151
4379,023,144,060
4380,006,004,055
4381,044,080,085
4382,192,148,130
4383,098,054,080
4384,000,116,110
4385,115,163,141
4386,053,050,088
4387,170,074,028
4388,093,056,051
4389,138,161,111
4390,081,040,056
4391,031,019,044
4392,093,176,140
4393,054,094,096
4394,191,040,008
4395,083,036,011
4396,170,169,013
4397,150,073,072
4398,116,005,128
4399,165,095,090
4400,129,114,064
4401,196,000,028
4402,055,080,010
4403,114,167,017
4404,124,150,015
4405,179,080,186
4406,072,196,105
4407,050,196,122
4408,117,102,109
4409,179,099,182
4410,144,192,138
4411,072,179,032
4412,137,065,096
4413,050,106,034
4414,148,124,155
4415,121,166,099
4416,005,133,119
4417,162,152,002
4418,118,087,020
4419,181,079,155
4420,187,170,142
4421,095,163,162
4422,159,123,028
4423,040,035,085
4424,140,120,117
4425,086,194,138
4426,188,142,148
4427,132,123,182
4428,110,040,008
4429,140,179,104
4430,194,046,097
4431,141,195,000
4432,076,096,027
4433,095,105,005
4434,077,034,177
4435,176,165,059
4436,174,043,157
4437,173,149,073
4438,136,107,116
4439,075,166,120
4440,079,129,134
4441,159,132,055
4442,000,050,125
4443,078,023,156
4444,171,105,131
4445,192,168,038
4446,008,082,011
4447,024,115,198
4448,137,164,160
4449,142,127,015
4450,052,066,195
4451,197,175,166
4452,195,119,199
4453,060,153,062
4454,069,147,089
4455,045,034,165
4456,000,187,097
4457,018,027,197
4458,086,116,001
4459,199,164,110
4460,153,021,052
4461,197,006,077
4462,043,128,079
4463,192,149,050
4464,068,098,013
4465,156,137,075
4466,089,189,008
4467,082,048,178
4468,028,162,175
4469,050,044,121
4470,166,189,129
4471,152,162,055
4472,022,103,005
4473,184,060,140
4474,159,088,185
4475,147,017,058
4476,187,197,109
4477,026,165,023
4478,062,016,164
4479,123,021,119
4480,017,042,068
4481,117,018,093
4482,015,174,044
4483,057,012,147
4484,026,181,017
4485,012,028,193
4486,080,078,084
4487,021,057,042
4488,092,093,085
4489,119,105,057
4490,117,057,067
4491,130,173,054
4492,171,097,147
4493,198,125,123
4494,083,119,104
4495,185,052,121
4496,114,083,162
4497,184,069,075
4498,046,143,177
4499,028,177,188
4500,149,104,057
4501,063,192,061
4502,184,055,117
4503,012,141,014
4504,049,160,143
4505,051,191,047
4506,181,044,185
4507,082,104,181
4508,116,012,152
4509,132,113,064
4510,107,009,027
4511,160,142,159
4512,017,055,025
4513,087,132,119
4514,191,141,188
4515,175,130,144
4516,129,055,121
4517,046,014,105
4518,199,094,039
4519,130,157,194
4520,044,105,147
4521,032,111,071
4522,103,020,181
4523,160,048,104
4524,163,013,050
4525,108,060,016
4526,129,067,140
4527,130,084,025
4528,090,004,044
4529,117,128,087
4530,067,004,047
4531,136,142,178
4532,027,166,089
4533,160,119,140
4534,087,195,043
4535,020,034,059
4536,181,068,096
4537,113,196,197
4538,138,061,116
4539,071,186,044
4540,131,096,037
4541,122,176,040
4542,110,122,014
4543,038,068,085
4544,056,102,044
4545,007,037,118
4546,082,028,029
4547,057,055,185
4548,147,092,024
4549,039,068,040
4550,156,038,119
4551,172,094,023
4552,108,165,188
4553,122,059,022
4554,011,179,141
4555,062,031,027
4556,005,160,119
4557,075,115,066
4558,023,146,166
4559,076,015,118
4560,067,068,025
4561,035,199,068
4562,042,172,070
4563,047,029,043
4564,196,159,046
4565,087,022,035
4566,028,027,068
4567,110,193,032
4568,121,081,006
4569,044,068,193
4570,054,156,161
4571,129,037,015
4572,171,165,000
4573,167,058,156
4574,060,114,010
4575,142,039,077
4576,181,128,124
4577,113,046,026
4578,105,113,005
4579,052,044,025
4580,022,039,057
4581,000,038,083
4582,004,178,067
4583,158,074,118
4584,178,136,076
4585,163,133,044
4586,024,020,116
4587,187,178,039
4588,120,092,090
4589,162,176,138
4590,123,151,103
4591,098,156,072
4592,054,038,062
4593,064,032,098
4594,176,043,170
4595,019,169,038
4596,044,067,105
4597,165,129,097
4598,110,118,108
4599,022,197,120
4600,060,029,098
4601,166,120,081
4602,024,167,178
4603,035,062,096
4604,102,184,032
4605,113,026,129
4606,018,089,150
4607,043,174,117
4608,111,070,046
4609,199,172,150
4610,116,103,087
4611,000,041,199
4612,181,094,163
4613,133,058,088
4614,028,048,108
4615,089,123,103
4616,147,105,174
4617,167,168,140
4618,185,083,028
4619,157,026,072
4620,184,003,137
4621,036,075,016
4622,132,143,028
4623,084,101,129
4624,186,167,058
4625,086,179,035
4626,150,164,140
4627,164,130,014
4628,010,033,038
4629,054,014,123
4630,113,123,005
4631,065,147,010
4632,146,082,123
4633,159,195,048
4634,175,130,159
4635,068,096,190
4636,028,075,120
4637,133,048,173
4638,098,163,052
4639,123,091,194
4640,086,179,091
4641,152,012,148
4642,062,138,159
4643,022,066,110
4644,064,167,049
4645,003,084,156
4646,065,164,091
4647,140,041,102
4648,069,179,131
4649,160,023,150
4650,119,084,073
4651,123,140,195
4652,065,136,166
4653,009,110,018
4654,167,195,040
4655,163,173,194
4656,137,111,060
4657,026,091,029
4658,128,149,071
4659,195,172,149
4660,175,082,093
4661,056,179,123
4662,138,009,012
4663,001,040,179
4664,076,044,173
4665,128,033,012
4666,023,053,169
4667,164,160,185
4668,175,178,074
4669,067,028,078
4670,080,194,021
4671,151,040,140
4672,006,171,146
4673,199,094,146
4674,142,178,017
4675,121,004,163
4676,029,124,192
4677,038,000,067
4678,076,010,008
4679,051,199,024
4680,071,055,098
4681,172,008,003
4682,059,012,116
4683,001,176,197
4684,151,188,086
4685,138,086,128
4686,143,066,115
4687,165,073,111
4688,032,190,022
4689,065,028,050
4690,147,120,191
4691,053,153,199
4692,183,146,147
4693,088,158,013
4694,192,120,087
4695,021,024,196
4696,107,037,024
4697,018,122,146
4698,089,159,081
4699,182,098,014
4700,166,191,079
4701,144,164,160
4702,056,132,182
4703,003,190,024
4704,164,169,192
4705,067,127,036
4706,008,074,014
4707,052,076,029
4708,037,000,069
4709,082,127,037
4710,149,034,111
4711,156,055,094
4712,179,056,093
4713,164,161,097
4714,089,011,161
4715,074,190,031
4716,069,006,122
4717,193,174,172
4718,196,170,138
4719,049,114,117
4720,016,080,073
4721,036,025,048
4722,124,058,097
4723,053,097,163
4724,151,101,064
4725,038,007,130
4726,104,097,143
4727,108,176,198
4728,177,049,028
4729,187,174,099
4730,171,188,081
4731,193,001,186
4732,163,197,182
4733,051,027,175
4734,006,103,002
4735,116,196,059
4736,153,056,136
4737,181,136,086
4738,003,053,132
4739,052,049,084
4740,169,111,146
4741,092,090,155
4742,102,083,170
4743,166,038,050
4744,142,041,183
4745,072,068,040
4746,176,000,109
4747,195,049,070
4748,074,177,193
4749,167,069,001
4750,072,160,033
4751,193,064,035
4752,197,188,195
4753,061,118,185
4754,092,011,114
4755,072,062,193
4756,081,006,035
4757,018,055,122
4758,124,183,120
4759,045,046,093
4760,115,138,105
4761,040,177,031
4762,084,161,079
4763,011,111,182
4764,011,021,029
4765,027,006,132
4766,032,131,098
4767,036,194,176
4768,034,183,088
4769,042,004,039
4770,014,097,081
4771,165,023,163
4772,063,163,173
